"INDIC_AGR","GEO","FARMTYPE","LEG_FORM","SO_EUR","AGRAREA","TIME","Value"
"Farms with livestock - live stock unit","Italy","Total","Total","Total","Total","2010","9,911,520"
"Farms with livestock - live stock unit","Italy","Total","Total","Total","Total","2007","9,900,670"
"Farms with livestock - live stock unit","Italy","Total","Total","Total","Total","2005","9,563,730"
"Farms with livestock - live stock unit","Cyprus","Total","Total","Total","Total","2016","172,080"
"Farms with livestock - live stock unit","Cyprus","Total","Total","Total","Total","2013","174,520"
"Farms with livestock - live stock unit","Cyprus","Total","Total","Total","Total","2010","200,750"
"Farms with livestock - live stock unit","Cyprus","Total","Total","Total","Total","2007","246,660"
"Farms with livestock - live stock unit","Cyprus","Total","Total","Total","Total","2005","243,900"
"Farms with livestock - live stock unit","Latvia","Total","Total","Total","Total","2016","498,640"
"Farms with livestock - live stock unit","Latvia","Total","Total","Total","Total","2013","485,990"
"Farms with livestock - live stock unit","Latvia","Total","Total","Total","Total","2010","474,630"
"Farms with livestock - live stock unit","Latvia","Total","Total","Total","Total","2007","487,870"
"Farms with livestock - live stock unit","Latvia","Total","Total","Total","Total","2005","456,260"
"Farms with livestock - live stock unit","Lithuania","Total","Total","Total","Total","2016","849,990"
"Farms with livestock - live stock unit","Lithuania","Total","Total","Total","Total","2013","838,750"
"Farms with livestock - live stock unit","Lithuania","Total","Total","Total","Total","2010","900,080"
"Farms with livestock - live stock unit","Lithuania","Total","Total","Total","Total","2007","1,030,890"
"Farms with livestock - live stock unit","Lithuania","Total","Total","Total","Total","2005","1,290,470"
"Farms with livestock - live stock unit","Luxembourg","Total","Total","Total","Total","2016","173,600"
"Farms with livestock - live stock unit","Luxembourg","Total","Total","Total","Total","2013","165,400"
"Farms with livestock - live stock unit","Luxembourg","Total","Total","Total","Total","2010","167,660"
"Farms with livestock - live stock unit","Luxembourg","Total","Total","Total","Total","2007","160,820"
"Farms with livestock - live stock unit","Luxembourg","Total","Total","Total","Total","2005","157,830"
"Farms with livestock - live stock unit","Hungary","Total","Total","Total","Total","2016","2,444,890"
"Farms with livestock - live stock unit","Hungary","Total","Total","Total","Total","2013","2,259,080"
"Farms with livestock - live stock unit","Hungary","Total","Total","Total","Total","2010","2,483,790"
"Farms with livestock - live stock unit","Hungary","Total","Total","Total","Total","2007","2,409,330"
"Farms with livestock - live stock unit","Hungary","Total","Total","Total","Total","2005","2,502,090"
"Farms with livestock - live stock unit","Malta","Total","Total","Total","Total","2016","32,470"
"Farms with livestock - live stock unit","Malta","Total","Total","Total","Total","2013","34,930"
"Farms with livestock - live stock unit","Malta","Total","Total","Total","Total","2010","41,650"
"Farms with livestock - live stock unit","Malta","Total","Total","Total","Total","2007","49,630"
"Farms with livestock - live stock unit","Malta","Total","Total","Total","Total","2005","46,140"
"Farms with livestock - live stock unit","Netherlands","Total","Total","Total","Total","2016","6,819,960"
"Farms with livestock - live stock unit","Netherlands","Total","Total","Total","Total","2013","6,602,050"
"Farms with livestock - live stock unit","Netherlands","Total","Total","Total","Total","2010","6,711,500"
"Farms with livestock - live stock unit","Netherlands","Total","Total","Total","Total","2007","6,415,200"
"Farms with livestock - live stock unit","Netherlands","Total","Total","Total","Total","2005","6,388,100"
"Farms with livestock - live stock unit","Austria","Total","Total","Total","Total","2016","2,432,030"
"Farms with livestock - live stock unit","Austria","Total","Total","Total","Total","2013","2,439,090"
"Farms with livestock - live stock unit","Austria","Total","Total","Total","Total","2010","2,517,170"
"Farms with livestock - live stock unit","Austria","Total","Total","Total","Total","2007","2,473,240"
"Farms with livestock - live stock unit","Austria","Total","Total","Total","Total","2005","2,453,730"
"Farms with livestock - live stock unit","Poland","Total","Total","Total","Total","2016","9,443,240"
"Farms with livestock - live stock unit","Poland","Total","Total","Total","Total","2013","9,164,570"
"Farms with livestock - live stock unit","Poland","Total","Total","Total","Total","2010","10,377,220"
"Farms with livestock - live stock unit","Poland","Total","Total","Total","Total","2007","11,117,920"
"Farms with livestock - live stock unit","Poland","Total","Total","Total","Total","2005","10,564,750"
"Farms with livestock - live stock unit","Portugal","Total","Total","Total","Total","2016","2,223,720"
"Farms with livestock - live stock unit","Portugal","Total","Total","Total","Total","2013","2,035,510"
"Farms with livestock - live stock unit","Portugal","Total","Total","Total","Total","2010","2,205,950"
"Farms with livestock - live stock unit","Portugal","Total","Total","Total","Total","2007","2,030,050"
"Farms with livestock - live stock unit","Portugal","Total","Total","Total","Total","2005","2,069,790"
"Farms with livestock - live stock unit","Romania","Total","Total","Total","Total","2016","4,828,780"
"Farms with livestock - live stock unit","Romania","Total","Total","Total","Total","2013","4,975,310"
"Farms with livestock - live stock unit","Romania","Total","Total","Total","Total","2010","5,444,180"
"Farms with livestock - live stock unit","Romania","Total","Total","Total","Total","2007","6,041,720"
"Farms with livestock - live stock unit","Romania","Total","Total","Total","Total","2005","6,602,750"
"Farms with livestock - live stock unit","Slovenia","Total","Total","Total","Total","2016","512,120"
"Farms with livestock - live stock unit","Slovenia","Total","Total","Total","Total","2013","487,960"
"Farms with livestock - live stock unit","Slovenia","Total","Total","Total","Total","2010","518,480"
"Farms with livestock - live stock unit","Slovenia","Total","Total","Total","Total","2007","553,590"
"Farms with livestock - live stock unit","Slovenia","Total","Total","Total","Total","2005","523,510"
"Farms with livestock - live stock unit","Slovakia","Total","Total","Total","Total","2016","621,590"
"Farms with livestock - live stock unit","Slovakia","Total","Total","Total","Total","2013","644,820"
"Farms with livestock - live stock unit","Slovakia","Total","Total","Total","Total","2010","668,340"
"Farms with livestock - live stock unit","Slovakia","Total","Total","Total","Total","2007","747,210"
"Farms with livestock - live stock unit","Slovakia","Total","Total","Total","Total","2005","782,710"
"Farms with livestock - live stock unit","Finland","Total","Total","Total","Total","2016","1,102,310"
"Farms with livestock - live stock unit","Finland","Total","Total","Total","Total","2013","1,172,960"
"Farms with livestock - live stock unit","Finland","Total","Total","Total","Total","2010","1,121,050"
"Farms with livestock - live stock unit","Finland","Total","Total","Total","Total","2007","1,160,870"
"Farms with livestock - live stock unit","Finland","Total","Total","Total","Total","2005","1,178,440"
"Farms with livestock - live stock unit","Sweden","Total","Total","Total","Total","2016","1,699,990"
"Farms with livestock - live stock unit","Sweden","Total","Total","Total","Total","2013","1,714,530"
"Farms with livestock - live stock unit","Sweden","Total","Total","Total","Total","2010","1,751,890"
"Farms with livestock - live stock unit","Sweden","Total","Total","Total","Total","2007","1,794,310"
"Farms with livestock - live stock unit","Sweden","Total","Total","Total","Total","2005","1,835,010"
"Farms with livestock - live stock unit","Iceland","Total","Total","Total","Total","2016",":"
"Farms with livestock - live stock unit","Iceland","Total","Total","Total","Total","2013",":"
"Farms with livestock - live stock unit","Iceland","Total","Total","Total","Total","2010","160,950"
"Farms with livestock - live stock unit","Iceland","Total","Total","Total","Total","2007",":"
"Farms with livestock - live stock unit","Iceland","Total","Total","Total","Total","2005",":"
"Farms with livestock - live stock unit","Norway","Total","Total","Total","Total","2016",":"
"Farms with livestock - live stock unit","Norway","Total","Total","Total","Total","2013","1,251,700"
"Farms with livestock - live stock unit","Norway","Total","Total","Total","Total","2010","1,229,310"
"Farms with livestock - live stock unit","Norway","Total","Total","Total","Total","2007","1,346,300"
"Farms with livestock - live stock unit","Norway","Total","Total","Total","Total","2005","1,257,220"
"Farms with livestock - live stock unit","Switzerland","Total","Total","Total","Total","2016",":"
"Farms with livestock - live stock unit","Switzerland","Total","Total","Total","Total","2013",":"
"Farms with livestock - live stock unit","Switzerland","Total","Total","Total","Total","2010","1,793,750"
"Farms with livestock - live stock unit","Switzerland","Total","Total","Total","Total","2007","1,769,780"
"Farms with livestock - live stock unit","Switzerland","Total","Total","Total","Total","2005","1,767,750"
"Farms with livestock - live stock unit","United Kingdom","Total","Total","Total","Total","2016","13,340,200"
"Farms with livestock - live stock unit","United Kingdom","Total","Total","Total","Total","2013","13,106,290"
"Farms with livestock - live stock unit","United Kingdom","Total","Total","Total","Total","2010","13,308,420"
"Farms with livestock - live stock unit","United Kingdom","Total","Total","Total","Total","2007","13,587,600"
"Farms with livestock - live stock unit","United Kingdom","Total","Total","Total","Total","2005","14,330,310"
"Farms with livestock - live stock unit","Montenegro","Total","Total","Total","Total","2016",":"
"Farms with livestock - live stock unit","Montenegro","Total","Total","Total","Total","2013",":"
"Farms with livestock - live stock unit","Montenegro","Total","Total","Total","Total","2010","118,410"
"Farms with livestock - live stock unit","Montenegro","Total","Total","Total","Total","2007",":"
"Farms with livestock - live stock unit","Montenegro","Total","Total","Total","Total","2005",":"
"Standard output - euro","Belgium","Total","Total","Total","Total","2016","8,037,986,420"
"Standard output - euro","Belgium","Total","Total","Total","Total","2013","8,406,674,190"
"Standard output - euro","Belgium","Total","Total","Total","Total","2010","7,144,592,620"
"Standard output - euro","Belgium","Total","Total","Total","Total","2007","6,638,349,610"
"Standard output - euro","Belgium","Total","Total","Total","Total","2005","6,751,532,430"
"Standard output - euro","Bulgaria","Total","Total","Total","Total","2016","3,842,891,030"
"Standard output - euro","Bulgaria","Total","Total","Total","Total","2013","3,335,670,170"
"Standard output - euro","Bulgaria","Total","Total","Total","Total","2010","2,536,665,610"
"Standard output - euro","Bulgaria","Total","Total","Total","Total","2007","2,314,429,630"
"Standard output - euro","Bulgaria","Total","Total","Total","Total","2005","2,321,280,990"
"Standard output - euro","Czechia","Total","Total","Total","Total","2016",":"
"Standard output - euro","Czechia","Total","Total","Total","Total","2013","4,446,963,820"
"Standard output - euro","Czechia","Total","Total","Total","Total","2010","3,852,209,740"
"Standard output - euro","Czechia","Total","Total","Total","Total","2007","3,593,197,480"
"Standard output - euro","Czechia","Total","Total","Total","Total","2005","3,653,112,400"
"Standard output - euro","Denmark","Total","Total","Total","Total","2016","10,062,442,040"
"Standard output - euro","Denmark","Total","Total","Total","Total","2013","9,580,213,710"
"Standard output - euro","Denmark","Total","Total","Total","Total","2010","8,430,808,830"
"Standard output - euro","Denmark","Total","Total","Total","Total","2007","6,917,735,410"
"Standard output - euro","Denmark","Total","Total","Total","Total","2005","6,943,327,360"
"Standard output - euro","Germany (until 1990 former territory of the FRG)","Total","Total","Total","Total","2016","49,249,020,560"
"Standard output - euro","Germany (until 1990 former territory of the FRG)","Total","Total","Total","Total","2013","46,252,042,690"
"Standard output - euro","Germany (until 1990 former territory of the FRG)","Total","Total","Total","Total","2010","41,494,097,650"
"Standard output - euro","Germany (until 1990 former territory of the FRG)","Total","Total","Total","Total","2007","44,202,077,100"
"Standard output - euro","Germany (until 1990 former territory of the FRG)","Total","Total","Total","Total","2005","44,408,435,780"
"Standard output - euro","Estonia","Total","Total","Total","Total","2016","801,547,060"
"Standard output - euro","Estonia","Total","Total","Total","Total","2013","676,317,090"
"Standard output - euro","Estonia","Total","Total","Total","Total","2010","594,584,270"
"Standard output - euro","Estonia","Total","Total","Total","Total","2007","491,336,950"
"Standard output - euro","Estonia","Total","Total","Total","Total","2005","482,657,250"
"Standard output - euro","Ireland","Total","Total","Total","Total","2016","6,324,900,700"
"Standard output - euro","Ireland","Total","Total","Total","Total","2013","5,012,538,820"
"Standard output - euro","Ireland","Total","Total","Total","Total","2010","4,297,715,740"
"Standard output - euro","Ireland","Total","Total","Total","Total","2007","4,570,426,200"
"Standard output - euro","Ireland","Total","Total","Total","Total","2005","4,759,231,100"
"Standard output - euro","Greece","Total","Total","Total","Total","2016","7,574,803,910"
"Standard output - euro","Greece","Total","Total","Total","Total","2013","8,103,007,120"
"Standard output - euro","Greece","Total","Total","Total","Total","2010","6,872,835,240"
"Standard output - euro","Greece","Total","Total","Total","Total","2007","7,676,847,850"
"Standard output - euro","Greece","Total","Total","Total","Total","2005","7,420,721,710"
"Standard output - euro","Spain","Total","Total","Total","Total","2016","38,365,605,150"
"Standard output - euro","Spain","Total","Total","Total","Total","2013","35,978,946,920"
"Standard output - euro","Spain","Total","Total","Total","Total","2010","34,173,689,600"
"Standard output - euro","Spain","Total","Total","Total","Total","2007","33,362,703,070"
"Standard output - euro","Spain","Total","Total","Total","Total","2005","33,625,081,990"
"Standard output - euro","France","Total","Total","Total","Total","2016","61,343,138,670"
"Standard output - euro","France","Total","Total","Total","Total","2013","56,914,191,760"
"Standard output - euro","France","Total","Total","Total","Total","2010","50,733,216,720"
"Standard output - euro","France","Total","Total","Total","Total","2007","45,977,876,430"
"Standard output - euro","France","Total","Total","Total","Total","2005","46,527,554,360"
"Standard output - euro","Croatia","Total","Total","Total","Total","2016","2,034,939,130"
"Standard output - euro","Croatia","Total","Total","Total","Total","2013","2,029,135,280"
"Standard output - euro","Croatia","Total","Total","Total","Total","2010","2,111,078,940"
"Standard output - euro","Croatia","Total","Total","Total","Total","2007","1,372,655,180"
"Standard output - euro","Croatia","Total","Total","Total","Total","2005",":"
"Standard output - euro","Italy","Total","Total","Total","Total","2016","51,689,024,310"
"Standard output - euro","Italy","Total","Total","Total","Total","2013","43,793,881,650"
"Standard output - euro","Italy","Total","Total","Total","Total","2010","49,460,329,710"
"Standard output - euro","Italy","Total","Total","Total","Total","2007","40,543,154,290"
"Standard output - euro","Italy","Total","Total","Total","Total","2005","40,328,283,810"
"Standard output - euro","Cyprus","Total","Total","Total","Total","2016","616,692,170"
"Standard output - euro","Cyprus","Total","Total","Total","Total","2013","495,411,360"
"Standard output - euro","Cyprus","Total","Total","Total","Total","2010","472,144,690"
"Standard output - euro","Cyprus","Total","Total","Total","Total","2007","603,718,530"
"Standard output - euro","Cyprus","Total","Total","Total","Total","2005","732,892,390"
"Standard output - euro","Latvia","Total","Total","Total","Total","2016","1,221,341,010"
"Standard output - euro","Latvia","Total","Total","Total","Total","2013","990,012,640"
"Standard output - euro","Latvia","Total","Total","Total","Total","2010","796,947,070"
"Standard output - euro","Latvia","Total","Total","Total","Total","2007","597,292,520"
"Standard output - euro","Latvia","Total","Total","Total","Total","2005","604,003,070"
"Standard output - euro","Lithuania","Total","Total","Total","Total","2016","2,226,207,560"
"Standard output - euro","Lithuania","Total","Total","Total","Total","2013","1,919,223,290"
"Standard output - euro","Lithuania","Total","Total","Total","Total","2010","1,526,276,560"
"Standard output - euro","Lithuania","Total","Total","Total","Total","2007","1,321,737,220"
"Standard output - euro","Lithuania","Total","Total","Total","Total","2005","1,550,380,330"
"Standard output - euro","Luxembourg","Total","Total","Total","Total","2016","365,008,400"
"Standard output - euro","Luxembourg","Total","Total","Total","Total","2013","313,811,850"
"Standard output - euro","Luxembourg","Total","Total","Total","Total","2010","268,559,300"
"Standard output - euro","Luxembourg","Total","Total","Total","Total","2007","226,637,660"
"Standard output - euro","Luxembourg","Total","Total","Total","Total","2005","221,771,340"
"Standard output - euro","Hungary","Total","Total","Total","Total","2016","6,532,474,660"
"Standard output - euro","Hungary","Total","Total","Total","Total","2013","5,577,723,710"
"Standard output - euro","Hungary","Total","Total","Total","Total","2010","5,241,037,240"
"Standard output - euro","Hungary","Total","Total","Total","Total","2007","4,655,291,510"
"Standard output - euro","Hungary","Total","Total","Total","Total","2005","4,921,939,060"
"Standard output - euro","Malta","Total","Total","Total","Total","2016","98,016,860"
"Standard output - euro","Malta","Total","Total","Total","Total","2013","96,790,090"
"Standard output - euro","Malta","Total","Total","Total","Total","2010","95,890,130"
"Standard output - euro","Malta","Total","Total","Total","Total","2007","84,933,900"
"Standard output - euro","Malta","Total","Total","Total","Total","2005","82,883,340"
"Standard output - euro","Netherlands","Total","Total","Total","Total","2016","23,087,034,100"
"Standard output - euro","Netherlands","Total","Total","Total","Total","2013","20,498,061,340"
"Standard output - euro","Netherlands","Total","Total","Total","Total","2010","18,929,955,990"
"Standard output - euro","Netherlands","Total","Total","Total","Total","2007","18,070,919,860"
"Standard output - euro","Netherlands","Total","Total","Total","Total","2005","18,017,432,250"
"Standard output - euro","Austria","Total","Total","Total","Total","2016","6,141,561,460"
"Standard output - euro","Austria","Total","Total","Total","Total","2013","5,671,213,540"
"Standard output - euro","Austria","Total","Total","Total","Total","2010","5,879,273,590"
"Standard output - euro","Austria","Total","Total","Total","Total","2007","5,199,113,970"
"Standard output - euro","Austria","Total","Total","Total","Total","2005","5,115,010,470"
"Standard output - euro","Poland","Total","Total","Total","Total","2016","25,005,635,420"
"Standard output - euro","Poland","Total","Total","Total","Total","2013","21,797,461,420"
"Standard output - euro","Poland","Total","Total","Total","Total","2010","18,987,070,900"
"Standard output - euro","Poland","Total","Total","Total","Total","2007","17,035,378,870"
"Standard output - euro","Poland","Total","Total","Total","Total","2005","16,084,089,030"
"Standard output - euro","Portugal","Total","Total","Total","Total","2016","5,144,206,850"
"Standard output - euro","Portugal","Total","Total","Total","Total","2013","4,509,024,200"
"Standard output - euro","Portugal","Total","Total","Total","Total","2010","4,639,745,660"
"Standard output - euro","Portugal","Total","Total","Total","Total","2007","3,680,687,360"
"Standard output - euro","Portugal","Total","Total","Total","Total","2005","3,913,806,850"
"Standard output - euro","Romania","Total","Total","Total","Total","2016","12,105,491,800"
"Standard output - euro","Romania","Total","Total","Total","Total","2013","11,989,578,640"
"Standard output - euro","Romania","Total","Total","Total","Total","2010","9,874,585,200"
"Standard output - euro","Romania","Total","Total","Total","Total","2007","10,119,956,280"
"Standard output - euro","Romania","Total","Total","Total","Total","2005","10,488,988,860"
"Standard output - euro","Slovenia","Total","Total","Total","Total","2016","1,158,773,470"
"Standard output - euro","Slovenia","Total","Total","Total","Total","2013","1,009,230,010"
"Standard output - euro","Slovenia","Total","Total","Total","Total","2010","913,194,010"
"Standard output - euro","Slovenia","Total","Total","Total","Total","2007","884,996,080"
"Standard output - euro","Slovenia","Total","Total","Total","Total","2005","833,844,530"
"Standard output - euro","Slovakia","Total","Total","Total","Total","2016","1,931,433,530"
"Standard output - euro","Slovakia","Total","Total","Total","Total","2013","1,812,222,660"
"Standard output - euro","Slovakia","Total","Total","Total","Total","2010","1,731,014,360"
"Standard output - euro","Slovakia","Total","Total","Total","Total","2007","1,268,592,390"
"Standard output - euro","Slovakia","Total","Total","Total","Total","2005","1,321,248,950"
"Standard output - euro","Finland","Total","Total","Total","Total","2016","3,514,583,720"
"Standard output - euro","Finland","Total","Total","Total","Total","2013","3,398,060,700"
"Standard output - euro","Finland","Total","Total","Total","Total","2010","3,051,866,600"
"Standard output - euro","Finland","Total","Total","Total","Total","2007","2,750,528,720"
"Standard output - euro","Finland","Total","Total","Total","Total","2005","2,827,433,580"
"Standard output - euro","Sweden","Total","Total","Total","Total","2016","5,158,678,850"
"Standard output - euro","Sweden","Total","Total","Total","Total","2013","4,678,580,280"
"Standard output - euro","Sweden","Total","Total","Total","Total","2010","3,733,311,440"
"Standard output - euro","Sweden","Total","Total","Total","Total","2007","3,707,874,440"
"Standard output - euro","Sweden","Total","Total","Total","Total","2005","3,712,631,010"
"Standard output - euro","Iceland","Total","Total","Total","Total","2016",":"
"Standard output - euro","Iceland","Total","Total","Total","Total","2013",":"
"Standard output - euro","Iceland","Total","Total","Total","Total","2010","237,132,870"
"Standard output - euro","Iceland","Total","Total","Total","Total","2007",":"
"Standard output - euro","Iceland","Total","Total","Total","Total","2005",":"
"Standard output - euro","Norway","Total","Total","Total","Total","2016",":"
"Standard output - euro","Norway","Total","Total","Total","Total","2013","3,410,100,700"
"Standard output - euro","Norway","Total","Total","Total","Total","2010","3,156,176,620"
"Standard output - euro","Norway","Total","Total","Total","Total","2007","3,236,040,540"
"Standard output - euro","Norway","Total","Total","Total","Total","2005","3,007,257,450"
"Standard output - euro","Switzerland","Total","Total","Total","Total","2016",":"
"Standard output - euro","Switzerland","Total","Total","Total","Total","2013",":"
"Standard output - euro","Switzerland","Total","Total","Total","Total","2010","5,717,050,400"
"Standard output - euro","Switzerland","Total","Total","Total","Total","2007",":"
"Standard output - euro","Switzerland","Total","Total","Total","Total","2005",":"
"Standard output - euro","United Kingdom","Total","Total","Total","Total","2016","25,403,447,340"
"Standard output - euro","United Kingdom","Total","Total","Total","Total","2013","21,818,581,460"
"Standard output - euro","United Kingdom","Total","Total","Total","Total","2010","19,554,979,690"
"Standard output - euro","United Kingdom","Total","Total","Total","Total","2007","17,303,338,000"
"Standard output - euro","United Kingdom","Total","Total","Total","Total","2005","18,695,147,080"
"Standard output - euro","Montenegro","Total","Total","Total","Total","2016",":"
"Standard output - euro","Montenegro","Total","Total","Total","Total","2013",":"
"Standard output - euro","Montenegro","Total","Total","Total","Total","2010","127,064,290"
"Standard output - euro","Montenegro","Total","Total","Total","Total","2007",":"
"Standard output - euro","Montenegro","Total","Total","Total","Total","2005",":"
"Farms whose household consumes more than 50% of the final production - number","Belgium","Total","Total","Total","Total","2016",":"
"Farms whose household consumes more than 50% of the final production - number","Belgium","Total","Total","Total","Total","2013","0"
"Farms whose household consumes more than 50% of the final production - number","Belgium","Total","Total","Total","Total","2010","0"
"Farms whose household consumes more than 50% of the final production - number","Belgium","Total","Total","Total","Total","2007",":"
"Farms whose household consumes more than 50% of the final production - number","Belgium","Total","Total","Total","Total","2005",":"
"Farms whose household consumes more than 50% of the final production - number","Bulgaria","Total","Total","Total","Total","2016","0"
"Farms whose household consumes more than 50% of the final production - number","Bulgaria","Total","Total","Total","Total","2013","84,450"
"Farms whose household consumes more than 50% of the final production - number","Bulgaria","Total","Total","Total","Total","2010","177,250"
"Farms whose household consumes more than 50% of the final production - number","Bulgaria","Total","Total","Total","Total","2007","343,920"
"Farms whose household consumes more than 50% of the final production - number","Bulgaria","Total","Total","Total","Total","2005","367,910"
"Farms whose household consumes more than 50% of the final production - number","Czechia","Total","Total","Total","Total","2016","4,120"
"Farms whose household consumes more than 50% of the final production - number","Czechia","Total","Total","Total","Total","2013","5,030"
"Farms whose household consumes more than 50% of the final production - number","Czechia","Total","Total","Total","Total","2010","2,200"
"Farms whose household consumes more than 50% of the final production - number","Czechia","Total","Total","Total","Total","2007","12,230"
"Farms whose household consumes more than 50% of the final production - number","Czechia","Total","Total","Total","Total","2005","14,000"
"Farms whose household consumes more than 50% of the final production - number","Denmark","Total","Total","Total","Total","2016","0"
"Farms whose household consumes more than 50% of the final production - number","Denmark","Total","Total","Total","Total","2013","0"
"Farms whose household consumes more than 50% of the final production - number","Denmark","Total","Total","Total","Total","2010","0"
"Farms whose household consumes more than 50% of the final production - number","Denmark","Total","Total","Total","Total","2007","0"
"Farms whose household consumes more than 50% of the final production - number","Denmark","Total","Total","Total","Total","2005","0"
"Farms whose household consumes more than 50% of the final production - number","Germany (until 1990 former territory of the FRG)","Total","Total","Total","Total","2016","0"
"Farms whose household consumes more than 50% of the final production - number","Germany (until 1990 former territory of the FRG)","Total","Total","Total","Total","2013","0"
"Farms whose household consumes more than 50% of the final production - number","Germany (until 1990 former territory of the FRG)","Total","Total","Total","Total","2010","0"
"Farms whose household consumes more than 50% of the final production - number","Germany (until 1990 former territory of the FRG)","Total","Total","Total","Total","2007","0"
"Farms whose household consumes more than 50% of the final production - number","Germany (until 1990 former territory of the FRG)","Total","Total","Total","Total","2005","0"
"Farms whose household consumes more than 50% of the final production - number","Estonia","Total","Total","Total","Total","2016","4,900"
"Farms whose household consumes more than 50% of the final production - number","Estonia","Total","Total","Total","Total","2013","6,020"
"Farms whose household consumes more than 50% of the final production - number","Estonia","Total","Total","Total","Total","2010","5,890"
"Farms whose household consumes more than 50% of the final production - number","Estonia","Total","Total","Total","Total","2007","10,630"
"Farms whose household consumes more than 50% of the final production - number","Estonia","Total","Total","Total","Total","2005","17,370"
"Farms whose household consumes more than 50% of the final production - number","Ireland","Total","Total","Total","Total","2016",":"
"Farms whose household consumes more than 50% of the final production - number","Ireland","Total","Total","Total","Total","2013","0"
"Farms whose household consumes more than 50% of the final production - number","Ireland","Total","Total","Total","Total","2010","0"
"Farms whose household consumes more than 50% of the final production - number","Ireland","Total","Total","Total","Total","2007","0"
"Farms whose household consumes more than 50% of the final production - number","Ireland","Total","Total","Total","Total","2005","0"
"Farms whose household consumes more than 50% of the final production - number","Greece","Total","Total","Total","Total","2016","109,600"
"Farms whose household consumes more than 50% of the final production - number","Greece","Total","Total","Total","Total","2013","128,050"
"Farms whose household consumes more than 50% of the final production - number","Greece","Total","Total","Total","Total","2010","118,760"
"Farms whose household consumes more than 50% of the final production - number","Greece","Total","Total","Total","Total","2007","86,640"
"Farms whose household consumes more than 50% of the final production - number","Greece","Total","Total","Total","Total","2005","26,040"
"Farms whose household consumes more than 50% of the final production - number","Spain","Total","Total","Total","Total","2016","33,400"
"Farms whose household consumes more than 50% of the final production - number","Spain","Total","Total","Total","Total","2013","4,080"
"Farms whose household consumes more than 50% of the final production - number","Spain","Total","Total","Total","Total","2010","3,520"
"Farms whose household consumes more than 50% of the final production - number","Spain","Total","Total","Total","Total","2007","2,810"
"Farms whose household consumes more than 50% of the final production - number","Spain","Total","Total","Total","Total","2005","3,970"
"Farms whose household consumes more than 50% of the final production - number","France","Total","Total","Total","Total","2016","7,040"
"Farms whose household consumes more than 50% of the final production - number","France","Total","Total","Total","Total","2013","11,100"
"Farms whose household consumes more than 50% of the final production - number","France","Total","Total","Total","Total","2010","20,200"
"Farms whose household consumes more than 50% of the final production - number","France","Total","Total","Total","Total","2007",":"
"Farms whose household consumes more than 50% of the final production - number","France","Total","Total","Total","Total","2005",":"
"Farms whose household consumes more than 50% of the final production - number","Croatia","Total","Total","Total","Total","2016","70,130"
"Farms whose household consumes more than 50% of the final production - number","Croatia","Total","Total","Total","Total","2013","81,510"
"Farms whose household consumes more than 50% of the final production - number","Croatia","Total","Total","Total","Total","2010","114,100"
"Farms whose household consumes more than 50% of the final production - number","Croatia","Total","Total","Total","Total","2007","114,200"
"Farms whose household consumes more than 50% of the final production - number","Croatia","Total","Total","Total","Total","2005",":"
"Farms whose household consumes more than 50% of the final production - number","Italy","Total","Total","Total","Total","2016","289,880"
"Farms whose household consumes more than 50% of the final production - number","Italy","Total","Total","Total","Total","2013","132,680"
"Farms whose household consumes more than 50% of the final production - number","Italy","Total","Total","Total","Total","2010","645,390"
"Farms whose household consumes more than 50% of the final production - number","Italy","Total","Total","Total","Total","2007","498,560"
"Farms whose household consumes more than 50% of the final production - number","Italy","Total","Total","Total","Total","2005","535,900"
"Farms whose household consumes more than 50% of the final production - number","Cyprus","Total","Total","Total","Total","2016","19,560"
"Farms whose household consumes more than 50% of the final production - number","Cyprus","Total","Total","Total","Total","2013","19,460"
"Farms whose household consumes more than 50% of the final production - number","Cyprus","Total","Total","Total","Total","2010","20,200"
"Farms whose household consumes more than 50% of the final production - number","Cyprus","Total","Total","Total","Total","2007","15,850"
"Farms whose household consumes more than 50% of the final production - number","Cyprus","Total","Total","Total","Total","2005","15,810"
"Farms whose household consumes more than 50% of the final production - number","Latvia","Total","Total","Total","Total","2016","27,160"
"Farms whose household consumes more than 50% of the final production - number","Latvia","Total","Total","Total","Total","2013","55,720"
"Farms whose household consumes more than 50% of the final production - number","Latvia","Total","Total","Total","Total","2010","58,870"
"Farms whose household consumes more than 50% of the final production - number","Latvia","Total","Total","Total","Total","2007","77,620"
"Farms whose household consumes more than 50% of the final production - number","Latvia","Total","Total","Total","Total","2005","98,420"
"Farms whose household consumes more than 50% of the final production - number","Lithuania","Total","Total","Total","Total","2016","67,430"
"Farms whose household consumes more than 50% of the final production - number","Lithuania","Total","Total","Total","Total","2013","96,700"
"Farms whose household consumes more than 50% of the final production - number","Lithuania","Total","Total","Total","Total","2010","114,090"
"Farms whose household consumes more than 50% of the final production - number","Lithuania","Total","Total","Total","Total","2007","123,900"
"Farms whose household consumes more than 50% of the final production - number","Lithuania","Total","Total","Total","Total","2005","129,990"
"Farms whose household consumes more than 50% of the final production - number","Luxembourg","Total","Total","Total","Total","2016",":"
"Farms whose household consumes more than 50% of the final production - number","Luxembourg","Total","Total","Total","Total","2013",":"
"Farms whose household consumes more than 50% of the final production - number","Luxembourg","Total","Total","Total","Total","2010","0"
